id,neighbourhood_group,room_type,price
12561615,Manhattan,Private room,98
12561681,Manhattan,Entire home/apt,399
12561755,Manhattan,Entire home/apt,170
12562075,Manhattan,Private room,80
12563738,Manhattan,Entire home/apt,376
12564287,Bronx,Entire home/apt,99
12566262,Manhattan,Entire home/apt,200
12566957,Brooklyn,Entire home/apt,91
12567631,Brooklyn,Entire home/apt,60
12567868,Manhattan,Private room,60
12567993,Brooklyn,Private room,50
12568401,Manhattan,Entire home/apt,250
12568741,Manhattan,Entire home/apt,209
12581875,Brooklyn,Private room,65
12582348,Queens,Private room,48
12583907,Manhattan,Private room,60
12584072,Staten Island,Entire home/apt,165
12585015,Manhattan,Entire home/apt,218
12585126,Manhattan,Entire home/apt,160
12587017,Manhattan,Entire home/apt,200
12587102,Brooklyn,Private room,53
12587698,Brooklyn,Private room,65
12590077,Brooklyn,Entire home/apt,280
12590964,Brooklyn,Private room,60
12591059,Brooklyn,Entire home/apt,800
12592427,Queens,Entire home/apt,99
12593389,Manhattan,Entire home/apt,120
12594614,Manhattan,Private room,70
12598128,Manhattan,Entire home/apt,235
12598446,Manhattan,Entire home/apt,275
12600198,Queens,Private room,86
12600583,Manhattan,Shared room,49
12600938,Manhattan,Private room,85
12601401,Queens,Entire home/apt,125
12601807,Manhattan,Private room,85
12601900,Brooklyn,Entire home/apt,70
12602212,Brooklyn,Private room,60
12602408,Brooklyn,Private room,50
12604187,Manhattan,Entire home/apt,218
12606349,Manhattan,Entire home/apt,135
12606676,Brooklyn,Private room,120
12609695,Queens,Private room,55
12611122,Brooklyn,Entire home/apt,150
12619450,Brooklyn,Entire home/apt,75
12621050,Manhattan,Private room,43
12622115,Manhattan,Entire home/apt,115
12622845,Queens,Private room,60
12623332,Brooklyn,Entire home/apt,160
12624890,Manhattan,Shared room,39
12625113,Manhattan,Private room,45
12625717,Brooklyn,Private room,45
12625934,Manhattan,Private room,25
12626567,Brooklyn,Private room,65
12626663,Manhattan,Entire home/apt,125
12628500,Queens,Private room,67
12629865,Brooklyn,Private room,52
12630337,Manhattan,Entire home/apt,110
12630697,Brooklyn,Entire home/apt,177
12630799,Queens,Private room,25
12641611,Brooklyn,Entire home/apt,175
12642845,Brooklyn,Entire home/apt,150
12643171,Brooklyn,Private room,75
12643924,Brooklyn,Private room,41
12644989,Manhattan,Entire home/apt,185
12645495,Queens,Entire home/apt,175
12645769,Manhattan,Private room,40
12648471,Brooklyn,Entire home/apt,135
12649685,Brooklyn,Entire home/apt,195
12650830,Brooklyn,Private room,30
12650991,Brooklyn,Private room,50
12651245,Brooklyn,Private room,40
12652765,Manhattan,Entire home/apt,150
12652786,Brooklyn,Private room,75
12652833,Manhattan,Private room,100
12652939,Brooklyn,Private room,65
12652964,Brooklyn,Private room,250
12653674,Manhattan,Entire home/apt,136
12655465,Manhattan,Entire home/apt,180
12655523,Brooklyn,Private room,55
12655931,Queens,Private room,65
12656371,Brooklyn,Entire home/apt,225
12656785,Brooklyn,Private room,99
12657039,Brooklyn,Private room,90
12657527,Brooklyn,Shared room,20
12657888,Manhattan,Private room,980
12658099,Manhattan,Private room,100
12664893,Manhattan,Private room,73
12665113,Brooklyn,Entire home/apt,380
12666669,Manhattan,Private room,99
12669490,Brooklyn,Entire home/apt,105
12669603,Brooklyn,Private room,35
12670809,Brooklyn,Entire home/apt,200
12670883,Brooklyn,Private room,105
12671359,Manhattan,Entire home/apt,180
12672036,Manhattan,Entire home/apt,87
12674423,Brooklyn,Private room,50
12674934,Manhattan,Private room,69
12675052,Manhattan,Entire home/apt,150
12675481,Manhattan,Private room,75
12676400,Queens,Entire home/apt,215
12676434,Manhattan,Entire home/apt,150
12679172,Manhattan,Entire home/apt,100
12679291,Manhattan,Entire home/apt,224
12680171,Queens,Private room,119
12681206,Queens,Private room,80
12681210,Brooklyn,Private room,75
12681730,Manhattan,Private room,125
12681868,Queens,Private room,58
12683452,Brooklyn,Private room,128
12684235,Manhattan,Private room,60
12684394,Manhattan,Private room,115
12684755,Manhattan,Private room,105
12685482,Manhattan,Private room,69
12685533,Brooklyn,Private room,76
12686241,Brooklyn,Private room,45
12687169,Brooklyn,Private room,80
12693458,Brooklyn,Private room,75
12696421,Manhattan,Entire home/apt,200
12698900,Brooklyn,Private room,89
12699413,Brooklyn,Private room,80
12700609,Manhattan,Entire home/apt,197
12702755,Manhattan,Shared room,35
12703851,Brooklyn,Entire home/apt,180
12704159,Manhattan,Private room,90
12705155,Brooklyn,Entire home/apt,125
12705303,Manhattan,Entire home/apt,170
12705519,Manhattan,Entire home/apt,180
12708671,Manhattan,Entire home/apt,142
12710376,Queens,Private room,60
12710904,Manhattan,Private room,98
12711153,Queens,Private room,40
12711232,Manhattan,Private room,59
12711351,Queens,Private room,40
12713090,Manhattan,Entire home/apt,250
12713289,Brooklyn,Private room,80
12713863,Queens,Private room,50
12713950,Manhattan,Private room,50
12713995,Queens,Private room,65
12714891,Manhattan,Entire home/apt,140
12720048,Brooklyn,Private room,47
12723066,Manhattan,Entire home/apt,184
12725523,Brooklyn,Entire home/apt,139
12726907,Brooklyn,Entire home/apt,57
12727438,Brooklyn,Entire home/apt,150
12727779,Brooklyn,Private room,43
12728514,Manhattan,Private room,50
12730083,Queens,Entire home/apt,250
12730434,Brooklyn,Entire home/apt,125
12730600,Brooklyn,Private room,50
12731689,Manhattan,Entire home/apt,240
12732671,Brooklyn,Private room,60
12733430,Brooklyn,Entire home/apt,160
12733742,Manhattan,Private room,45
12734487,Manhattan,Private room,38
12734936,Brooklyn,Private room,100
12735625,Manhattan,Private room,85
12735969,Brooklyn,Private room,50
12735986,Queens,Entire home/apt,135
12736761,Manhattan,Entire home/apt,259
12737192,Manhattan,Private room,50
12737335,Manhattan,Private room,60
12737660,Brooklyn,Private room,70
12737915,Brooklyn,Private room,99
12738047,Manhattan,Shared room,80
12738346,Queens,Entire home/apt,190
12738473,Manhattan,Entire home/apt,115
12738790,Manhattan,Entire home/apt,250
12740226,Brooklyn,Private room,70
12740726,Brooklyn,Entire home/apt,225
12744759,Brooklyn,Private room,31
12747434,Brooklyn,Private room,40
12747935,Brooklyn,Private room,37
12749145,Brooklyn,Entire home/apt,239
12749156,Manhattan,Private room,75
12751037,Manhattan,Private room,90
12751471,Manhattan,Private room,46
12752736,Manhattan,Private room,35
12753144,Brooklyn,Entire home/apt,85
12753434,Manhattan,Entire home/apt,175
12754199,Queens,Private room,60
12755138,Manhattan,Entire home/apt,155
12755571,Manhattan,Entire home/apt,143
12757980,Manhattan,Entire home/apt,140
12758216,Manhattan,Entire home/apt,120
12759453,Queens,Entire home/apt,79
12760088,Manhattan,Private room,50
12761910,Queens,Private room,289
12762497,Brooklyn,Entire home/apt,62
12763008,Queens,Private room,85
12763385,Brooklyn,Private room,99
12763721,Brooklyn,Private room,50
12764005,Brooklyn,Entire home/apt,120
12764378,Brooklyn,Entire home/apt,180
12764482,Manhattan,Entire home/apt,90
12765391,Brooklyn,Private room,80
12765858,Manhattan,Private room,49
12772942,Brooklyn,Private room,90
12772993,Manhattan,Private room,55
12774144,Queens,Private room,49
12774249,Manhattan,Entire home/apt,105
12774885,Bronx,Private room,40
12774975,Manhattan,Private room,50
12775106,Queens,Entire home/apt,120
12776694,Manhattan,Private room,90
12778383,Brooklyn,Entire home/apt,110
12778678,Manhattan,Entire home/apt,140
12780475,Queens,Entire home/apt,125
12780595,Manhattan,Entire home/apt,95
12780993,Manhattan,Entire home/apt,75
12781270,Bronx,Entire home/apt,75
12782370,Manhattan,Entire home/apt,244
12783632,Queens,Private room,75
12786165,Manhattan,Private room,75
12788962,Manhattan,Private room,105
12791778,Brooklyn,Private room,100
12792132,Manhattan,Entire home/apt,150
12793649,Bronx,Entire home/apt,175
12794520,Manhattan,Private room,35
12794791,Manhattan,Private room,51
12795006,Manhattan,Private room,105
12795109,Brooklyn,Private room,80
12795290,Manhattan,Private room,84
12795851,Brooklyn,Private room,70
12796602,Brooklyn,Entire home/apt,70
12796750,Brooklyn,Entire home/apt,195
12797047,Manhattan,Entire home/apt,150
12797684,Manhattan,Private room,100
12797920,Manhattan,Private room,100
12798141,Manhattan,Private room,85
12804309,Brooklyn,Entire home/apt,225
12804693,Manhattan,Private room,120
12805625,Manhattan,Private room,90
12806016,Brooklyn,Entire home/apt,175
12806177,Manhattan,Private room,65
12806356,Queens,Entire home/apt,260
12806940,Brooklyn,Entire home/apt,225
12807447,Brooklyn,Entire home/apt,135
12810131,Brooklyn,Private room,135
12810210,Brooklyn,Entire home/apt,195
12810452,Manhattan,Private room,99
12811459,Manhattan,Entire home/apt,1000
12812370,Manhattan,Entire home/apt,177
12812504,Manhattan,Private room,59
12812544,Manhattan,Entire home/apt,190
12812577,Manhattan,Entire home/apt,1000
12812618,Brooklyn,Private room,80
12812630,Queens,Private room,60
12813050,Manhattan,Entire home/apt,195
12813068,Brooklyn,Private room,60
12813206,Brooklyn,Entire home/apt,99
12814195,Brooklyn,Private room,79
12814578,Brooklyn,Entire home/apt,125
12814685,Brooklyn,Private room,89
12814717,Manhattan,Private room,55
12814991,Queens,Entire home/apt,130
12814997,Brooklyn,Private room,70
12815139,Brooklyn,Entire home/apt,110
12821417,Manhattan,Private room,100
12823429,Brooklyn,Private room,145
12825700,Manhattan,Entire home/apt,195
12826965,Queens,Private room,30
12827123,Brooklyn,Private room,50
12827146,Queens,Entire home/apt,68
12827921,Manhattan,Private room,90
12828338,Manhattan,Entire home/apt,85
12829063,Brooklyn,Entire home/apt,200
12830516,Brooklyn,Entire home/apt,100
12830905,Manhattan,Private room,150
12831088,Manhattan,Entire home/apt,199
12831310,Manhattan,Private room,60
12832062,Queens,Entire home/apt,135
12832227,Manhattan,Private room,100
12832371,Manhattan,Entire home/apt,163
12832899,Manhattan,Entire home/apt,187
12833187,Manhattan,Entire home/apt,225
12834317,Brooklyn,Entire home/apt,120
12834386,Brooklyn,Private room,73
12834748,Brooklyn,Private room,100
12835123,Brooklyn,Entire home/apt,99
12835664,Brooklyn,Entire home/apt,300
12836932,Manhattan,Entire home/apt,92
12844709,Brooklyn,Private room,42
12845862,Manhattan,Private room,100
12845943,Queens,Private room,40
12846033,Manhattan,Entire home/apt,225
12846048,Brooklyn,Entire home/apt,170
12846229,Queens,Entire home/apt,125
12846584,Brooklyn,Entire home/apt,109
12847429,Manhattan,Entire home/apt,150
12847720,Manhattan,Private room,50
12847902,Bronx,Private room,49
12848383,Brooklyn,Entire home/apt,265
12850186,Manhattan,Private room,80
12850887,Brooklyn,Private room,44
12850911,Manhattan,Private room,260
12851015,Manhattan,Entire home/apt,133
12851100,Queens,Entire home/apt,80
12851307,Brooklyn,Private room,1000
12851607,Manhattan,Entire home/apt,154
12852083,Brooklyn,Entire home/apt,150
12852935,Manhattan,Private room,150
12853281,Manhattan,Entire home/apt,125
12853330,Manhattan,Private room,60
12854022,Brooklyn,Private room,95
12854724,Manhattan,Entire home/apt,75
12854734,Manhattan,Entire home/apt,100
12855469,Manhattan,Entire home/apt,100
12855923,Manhattan,Private room,65
12856181,Manhattan,Entire home/apt,200
12856529,Manhattan,Entire home/apt,180
12856720,Queens,Private room,60
12856992,Queens,Private room,33
12862929,Manhattan,Private room,112
12863594,Brooklyn,Entire home/apt,150
12863815,Manhattan,Entire home/apt,230
12864095,Brooklyn,Private room,65
12864193,Manhattan,Entire home/apt,375
12864784,Manhattan,Private room,130
12864971,Queens,Entire home/apt,400
12865332,Manhattan,Private room,120
12865981,Manhattan,Entire home/apt,900
12867918,Manhattan,Entire home/apt,150
12867950,Queens,Private room,40
12868264,Brooklyn,Private room,150
12869174,Brooklyn,Private room,30
12869561,Manhattan,Entire home/apt,191
12869567,Manhattan,Entire home/apt,219
12869662,Brooklyn,Entire home/apt,250
12869679,Brooklyn,Entire home/apt,180
12869930,Manhattan,Entire home/apt,115
12870344,Manhattan,Private room,145
12871039,Manhattan,Entire home/apt,399
12871310,Brooklyn,Private room,52
12871708,Manhattan,Entire home/apt,95
12872882,Brooklyn,Entire home/apt,190
12873159,Manhattan,Entire home/apt,480
12873930,Manhattan,Entire home/apt,180
12874443,Brooklyn,Entire home/apt,150
12874666,Brooklyn,Private room,150
12874869,Manhattan,Private room,140
12876883,Brooklyn,Private room,70
12881611,Brooklyn,Private room,70
12881712,Manhattan,Entire home/apt,197
12882914,Manhattan,Entire home/apt,310
12883073,Manhattan,Entire home/apt,128
12884594,Manhattan,Entire home/apt,150
12885249,Brooklyn,Private room,26
12885472,Queens,Entire home/apt,75
12885921,Manhattan,Entire home/apt,280
12886345,Manhattan,Private room,93
12886380,Manhattan,Entire home/apt,390
12887457,Manhattan,Entire home/apt,115
12888052,Manhattan,Entire home/apt,256
12888849,Manhattan,Entire home/apt,250
12891996,Manhattan,Entire home/apt,200
12892861,Brooklyn,Entire home/apt,150
12895146,Manhattan,Private room,41
12897133,Manhattan,Private room,100
12897616,Manhattan,Private room,75
12897713,Manhattan,Entire home/apt,300
12897946,Brooklyn,Private room,50
12898943,Brooklyn,Private room,85
12898987,Brooklyn,Entire home/apt,475
12899112,Manhattan,Private room,50
12900284,Queens,Private room,50
12901480,Brooklyn,Entire home/apt,179
12902256,Manhattan,Private room,72
12902467,Manhattan,Entire home/apt,150
12902686,Brooklyn,Entire home/apt,110
12903772,Manhattan,Entire home/apt,200
12904061,Manhattan,Private room,50
12904840,Brooklyn,Private room,35
12905314,Manhattan,Private room,45
12905446,Brooklyn,Entire home/apt,195
12911110,Manhattan,Entire home/apt,90
12912510,Brooklyn,Entire home/apt,325
12913007,Brooklyn,Entire home/apt,100
12914082,Manhattan,Private room,85
12914239,Staten Island,Private room,40
12914669,Manhattan,Private room,80
12914726,Manhattan,Private room,149
12914749,Manhattan,Private room,67
12915038,Brooklyn,Private room,80
12915074,Brooklyn,Private room,80
12915928,Brooklyn,Entire home/apt,275
12916073,Brooklyn,Entire home/apt,123
12916138,Manhattan,Entire home/apt,179
12916189,Brooklyn,Entire home/apt,196
12916646,Manhattan,Private room,180
12916955,Brooklyn,Entire home/apt,500
12917057,Manhattan,Entire home/apt,140
12917422,Manhattan,Private room,59
12917834,Manhattan,Entire home/apt,200
12924969,Brooklyn,Private room,165
12926448,Brooklyn,Entire home/apt,230
12926849,Brooklyn,Private room,90
12927770,Queens,Entire home/apt,200
12929852,Manhattan,Entire home/apt,450
12932186,Manhattan,Private room,120
12932670,Queens,Private room,60
12933540,Bronx,Shared room,51
12936207,Brooklyn,Entire home/apt,200
12941015,Manhattan,Entire home/apt,250
12941306,Brooklyn,Entire home/apt,160
12941586,Manhattan,Entire home/apt,180
12945400,Brooklyn,Private room,66
12947454,Manhattan,Entire home/apt,180
12947660,Manhattan,Private room,65
12947670,Manhattan,Entire home/apt,87
12949605,Brooklyn,Private room,60
12949840,Brooklyn,Entire home/apt,124
12949937,Manhattan,Entire home/apt,225
12950979,Manhattan,Entire home/apt,77
12950997,Brooklyn,Private room,79
12951215,Manhattan,Entire home/apt,239
12951417,Brooklyn,Private room,65
12953106,Brooklyn,Entire home/apt,170
12953234,Manhattan,Shared room,30
12953717,Brooklyn,Private room,72
12953757,Brooklyn,Private room,75
12953862,Brooklyn,Private room,35
12953867,Brooklyn,Private room,45
12954148,Manhattan,Private room,67
12954498,Manhattan,Entire home/apt,700
12955262,Manhattan,Entire home/apt,150
12955281,Brooklyn,Entire home/apt,115
12955346,Brooklyn,Entire home/apt,150
12955402,Brooklyn,Private room,50
12955453,Manhattan,Private room,60
12955454,Manhattan,Private room,50
12955940,Bronx,Private room,34
12955943,Brooklyn,Entire home/apt,100
12956122,Manhattan,Entire home/apt,125
12956315,Queens,Private room,100
12958663,Manhattan,Entire home/apt,125
12962482,Brooklyn,Private room,45
12962798,Manhattan,Entire home/apt,198
12963341,Manhattan,Private room,150
12964477,Brooklyn,Private room,39
12964763,Manhattan,Entire home/apt,150
12965288,Queens,Private room,80
12965883,Manhattan,Private room,46
12966225,Staten Island,Entire home/apt,78
12966504,Brooklyn,Entire home/apt,219
12966707,Manhattan,Private room,145
12966771,Manhattan,Entire home/apt,220
12966974,Manhattan,Entire home/apt,225
12967227,Manhattan,Entire home/apt,2000
12969014,Manhattan,Entire home/apt,175
12969574,Brooklyn,Entire home/apt,220
12970866,Brooklyn,Shared room,85
12971882,Brooklyn,Private room,77
12972040,Manhattan,Private room,110
12972292,Queens,Private room,58
12972320,Manhattan,Entire home/apt,350
12972533,Manhattan,Entire home/apt,329
12972783,Queens,Private room,58
12973288,Queens,Private room,60
12973353,Queens,Shared room,43
12973363,Brooklyn,Private room,88
12973819,Brooklyn,Entire home/apt,90
12973878,Brooklyn,Private room,41
12973927,Brooklyn,Private room,65
12974423,Brooklyn,Entire home/apt,95
12979100,Manhattan,Entire home/apt,160
12981106,Brooklyn,Entire home/apt,140
12983699,Manhattan,Entire home/apt,169
12983995,Manhattan,Entire home/apt,115
12984506,Brooklyn,Private room,67
12984535,Brooklyn,Private room,60
12984848,Brooklyn,Private room,45
12984851,Manhattan,Private room,60
12985547,Manhattan,Entire home/apt,142
12986700,Brooklyn,Entire home/apt,350
12986728,Manhattan,Private room,40
12987298,Brooklyn,Private room,65
12987983,Queens,Private room,50
12988054,Queens,Private room,42
12988898,Bronx,Shared room,130
12989612,Manhattan,Private room,100
12989767,Manhattan,Entire home/apt,175
12990051,Manhattan,Entire home/apt,399
12990172,Manhattan,Entire home/apt,110
12990232,Queens,Private room,45
12990502,Queens,Private room,40
12990578,Manhattan,Private room,100
12990587,Brooklyn,Entire home/apt,575
12990926,Queens,Private room,63
12995569,Manhattan,Entire home/apt,177
12999167,Manhattan,Entire home/apt,158
12999396,Brooklyn,Entire home/apt,400
13000007,Brooklyn,Entire home/apt,90
13000020,Manhattan,Entire home/apt,135
13000257,Brooklyn,Entire home/apt,200
13000483,Brooklyn,Entire home/apt,155
13000527,Manhattan,Private room,100
13000571,Manhattan,Entire home/apt,315
13001082,Manhattan,Shared room,45
13003338,Manhattan,Private room,125
13004741,Manhattan,Private room,49
13004961,Manhattan,Entire home/apt,220
13004967,Manhattan,Private room,220
13004996,Queens,Entire home/apt,100
13006002,Brooklyn,Private room,70
13006794,Manhattan,Entire home/apt,74
13007629,Manhattan,Entire home/apt,290
13007839,Brooklyn,Entire home/apt,100
13007925,Brooklyn,Private room,85
13009244,Manhattan,Entire home/apt,199
13013882,Brooklyn,Private room,65
13014556,Brooklyn,Private room,45
13015322,Manhattan,Private room,95
13016082,Manhattan,Private room,95
13016230,Brooklyn,Entire home/apt,80
13016389,Manhattan,Entire home/apt,300
13016411,Manhattan,Entire home/apt,259
13016417,Manhattan,Entire home/apt,120
13017016,Manhattan,Entire home/apt,150
13017140,Manhattan,Entire home/apt,120
13018125,Manhattan,Entire home/apt,225
13018127,Brooklyn,Private room,100
13018248,Brooklyn,Entire home/apt,160
13018811,Manhattan,Private room,49
13019053,Manhattan,Entire home/apt,150
13019333,Manhattan,Private room,100
13019720,Manhattan,Entire home/apt,275
13019851,Brooklyn,Private room,45
13020422,Brooklyn,Entire home/apt,195
13023771,Brooklyn,Private room,100
13025960,Brooklyn,Private room,1000
13026702,Manhattan,Entire home/apt,195
13027365,Queens,Entire home/apt,87
13027960,Brooklyn,Entire home/apt,120
13028533,Manhattan,Entire home/apt,170
13030999,Manhattan,Entire home/apt,160
13031184,Brooklyn,Private room,50
13031383,Brooklyn,Private room,75
13031826,Brooklyn,Entire home/apt,225
13031854,Brooklyn,Entire home/apt,125
13032261,Manhattan,Entire home/apt,350
13033170,Brooklyn,Entire home/apt,175
13033376,Brooklyn,Private room,65
13037692,Manhattan,Entire home/apt,350
13039122,Brooklyn,Private room,45
13039351,Brooklyn,Entire home/apt,120
13039849,Queens,Entire home/apt,75
13040171,Manhattan,Private room,100
13040221,Manhattan,Entire home/apt,850
13040618,Brooklyn,Private room,40
13040683,Queens,Shared room,100
13042051,Brooklyn,Entire home/apt,178
13042637,Queens,Entire home/apt,170
13042752,Queens,Private room,45
13043208,Manhattan,Entire home/apt,180
13043314,Brooklyn,Private room,89
13043724,Brooklyn,Private room,50
13044519,Brooklyn,Private room,80
13044589,Brooklyn,Entire home/apt,250
13044668,Manhattan,Private room,70
13044689,Manhattan,Entire home/apt,170
13044815,Manhattan,Private room,90
13044964,Manhattan,Shared room,45
13044996,Brooklyn,Entire home/apt,100
13045196,Brooklyn,Private room,65
13045257,Manhattan,Shared room,45
13045435,Manhattan,Shared room,45
13045531,Manhattan,Shared room,45
13045629,Manhattan,Private room,90
13046279,Manhattan,Entire home/apt,150
13047594,Brooklyn,Private room,62
13052968,Brooklyn,Entire home/apt,125
13055236,Manhattan,Entire home/apt,125
13055856,Brooklyn,Entire home/apt,175
13056210,Brooklyn,Shared room,75
13057103,Brooklyn,Private room,30
13058232,Manhattan,Entire home/apt,295
13058423,Brooklyn,Entire home/apt,50
13058496,Brooklyn,Private room,28
13058729,Brooklyn,Private room,69
13058888,Manhattan,Private room,75
13059537,Manhattan,Entire home/apt,175
13059631,Brooklyn,Private room,50
13059872,Manhattan,Private room,90
13061064,Manhattan,Private room,100
13061422,Brooklyn,Private room,49
13062471,Manhattan,Private room,55
13062975,Manhattan,Entire home/apt,249
13063023,Queens,Private room,36
13063360,Queens,Private room,65
13064336,Brooklyn,Private room,60
13064382,Manhattan,Entire home/apt,180
13064386,Brooklyn,Private room,50
13064443,Brooklyn,Entire home/apt,110
13064717,Manhattan,Entire home/apt,87
13064913,Brooklyn,Entire home/apt,100
13065032,Queens,Entire home/apt,120
13065347,Brooklyn,Private room,42
13065356,Manhattan,Entire home/apt,145
13065655,Queens,Entire home/apt,110
13065949,Manhattan,Private room,99
13066577,Brooklyn,Entire home/apt,129
13067176,Manhattan,Entire home/apt,186
13070577,Brooklyn,Entire home/apt,350
13072490,Brooklyn,Entire home/apt,165
13073569,Manhattan,Entire home/apt,210
13073701,Queens,Entire home/apt,119
13075158,Manhattan,Private room,75
13075169,Manhattan,Entire home/apt,400
13076592,Brooklyn,Private room,60
13076852,Brooklyn,Private room,140
13076887,Manhattan,Entire home/apt,190
13077215,Manhattan,Entire home/apt,245
13077301,Manhattan,Entire home/apt,245
13077317,Manhattan,Entire home/apt,192
13077370,Queens,Entire home/apt,89
13077988,Manhattan,Entire home/apt,219
13078166,Manhattan,Entire home/apt,179
13078201,Manhattan,Entire home/apt,199
13079614,Manhattan,Entire home/apt,238
13079618,Brooklyn,Entire home/apt,140
13080002,Brooklyn,Private room,37
13080685,Manhattan,Shared room,49
13081306,Manhattan,Entire home/apt,115
13082571,Brooklyn,Private room,69
13082588,Manhattan,Entire home/apt,100
13082600,Manhattan,Entire home/apt,300
13082957,Queens,Private room,52
13083020,Brooklyn,Private room,50
13083030,Manhattan,Entire home/apt,100
13083221,Brooklyn,Private room,55
13083638,Brooklyn,Entire home/apt,199
13083988,Brooklyn,Private room,90
13084004,Brooklyn,Entire home/apt,65
13084019,Manhattan,Entire home/apt,400
13084346,Brooklyn,Entire home/apt,65
13090558,Queens,Entire home/apt,71
13091309,Manhattan,Entire home/apt,199
13091684,Manhattan,Entire home/apt,163
13091737,Manhattan,Entire home/apt,126
13092405,Manhattan,Entire home/apt,150
13092482,Manhattan,Entire home/apt,199
13092522,Brooklyn,Private room,51
13092604,Manhattan,Entire home/apt,256
13093161,Manhattan,Entire home/apt,289
13093381,Manhattan,Entire home/apt,219
13093642,Manhattan,Entire home/apt,239
13094020,Brooklyn,Entire home/apt,125
13094250,Brooklyn,Private room,90
13094329,Manhattan,Entire home/apt,150
13094690,Brooklyn,Private room,40
13096146,Brooklyn,Entire home/apt,120
13097050,Manhattan,Private room,200
13098452,Manhattan,Entire home/apt,126
13098627,Manhattan,Entire home/apt,200
13098701,Queens,Entire home/apt,195
13098705,Manhattan,Entire home/apt,175
13098805,Manhattan,Entire home/apt,159
13099377,Manhattan,Private room,130
13099447,Manhattan,Entire home/apt,170
13099742,Brooklyn,Private room,60
13100152,Queens,Entire home/apt,110
13100277,Queens,Private room,70
13100305,Brooklyn,Entire home/apt,105
13100373,Manhattan,Private room,100
13100726,Manhattan,Entire home/apt,140
13101260,Manhattan,Entire home/apt,175
13101616,Manhattan,Entire home/apt,198
13101855,Brooklyn,Entire home/apt,90
13102116,Brooklyn,Entire home/apt,128
13102409,Manhattan,Entire home/apt,110
13105778,Queens,Entire home/apt,99
13107627,Brooklyn,Private room,125
13108073,Manhattan,Entire home/apt,160
13108191,Manhattan,Entire home/apt,270
13108192,Manhattan,Entire home/apt,205
13108345,Manhattan,Entire home/apt,205
13108573,Manhattan,Entire home/apt,230
13109268,Brooklyn,Private room,40
13109326,Brooklyn,Entire home/apt,700
13109817,Brooklyn,Private room,69
13109933,Brooklyn,Entire home/apt,225
13109949,Brooklyn,Private room,50
13111578,Brooklyn,Private room,45
13112297,Manhattan,Entire home/apt,159
13112311,Manhattan,Entire home/apt,250
13112601,Brooklyn,Private room,43
13112855,Manhattan,Entire home/apt,180
13112895,Brooklyn,Entire home/apt,225
13113038,Manhattan,Entire home/apt,190
13113202,Queens,Private room,49
13113422,Manhattan,Entire home/apt,294
13113626,Manhattan,Entire home/apt,559
13113906,Brooklyn,Private room,109
13114019,Manhattan,Entire home/apt,250
13114072,Manhattan,Entire home/apt,269
13114237,Brooklyn,Private room,81
13114437,Brooklyn,Private room,53
13114443,Manhattan,Entire home/apt,206
13114542,Manhattan,Private room,40
13115616,Queens,Entire home/apt,130
13115864,Manhattan,Entire home/apt,105
13116397,Manhattan,Private room,75
13116481,Brooklyn,Entire home/apt,499
13117094,Manhattan,Entire home/apt,165
13117160,Manhattan,Private room,55
13117282,Bronx,Entire home/apt,57
13117480,Brooklyn,Entire home/apt,201
13121809,Brooklyn,Entire home/apt,80
13122135,Brooklyn,Private room,80
13122318,Brooklyn,Entire home/apt,59
13122932,Manhattan,Entire home/apt,250
13123232,Manhattan,Private room,200
13123883,Manhattan,Shared room,100
13124637,Manhattan,Private room,60
13124724,Brooklyn,Entire home/apt,150
13125150,Manhattan,Entire home/apt,215
13125243,Queens,Private room,40
13125552,Brooklyn,Entire home/apt,175
13126457,Queens,Entire home/apt,151
13126582,Manhattan,Entire home/apt,250
13127582,Queens,Private room,100
13127711,Manhattan,Entire home/apt,200
13128747,Brooklyn,Entire home/apt,120
13128861,Brooklyn,Entire home/apt,100
13128992,Manhattan,Entire home/apt,135
13129120,Manhattan,Private room,80
13129533,Manhattan,Private room,60
13129607,Manhattan,Entire home/apt,123
13129664,Brooklyn,Entire home/apt,189
13130036,Manhattan,Entire home/apt,235
13130313,Manhattan,Entire home/apt,90
13130332,Brooklyn,Private room,85
13130565,Brooklyn,Private room,40
13130744,Bronx,Entire home/apt,67
13134161,Brooklyn,Private room,63
13135097,Brooklyn,Entire home/apt,150
13135589,Brooklyn,Private room,70
13135822,Manhattan,Private room,75
13135904,Manhattan,Entire home/apt,99
13136376,Manhattan,Entire home/apt,199
13136536,Queens,Private room,195
13136912,Brooklyn,Entire home/apt,67
13137538,Queens,Private room,71
13137970,Brooklyn,Private room,35
13139462,Brooklyn,Private room,100
13139565,Brooklyn,Private room,158
13139850,Brooklyn,Private room,30
13140220,Manhattan,Entire home/apt,138
13140940,Brooklyn,Private room,52
13141460,Queens,Private room,120
13142258,Queens,Entire home/apt,125
13145377,Manhattan,Entire home/apt,119
13148370,Brooklyn,Entire home/apt,225
13149690,Manhattan,Private room,75
13150529,Brooklyn,Private room,60
13151072,Manhattan,Entire home/apt,70
13151075,Queens,Private room,50
13152876,Brooklyn,Private room,45
13152955,Manhattan,Entire home/apt,600
13153265,Brooklyn,Entire home/apt,175
13153395,Brooklyn,Entire home/apt,150
13153768,Brooklyn,Private room,76
13153856,Brooklyn,Entire home/apt,200
13153886,Brooklyn,Entire home/apt,170
13154343,Manhattan,Entire home/apt,225
